Date,APPLE_close,APPLE_volume,log_return,MACD,SMA_30,Volatility_30,VROC
2020-02-14,78.85855102539062,80113600,0.000246253572465441,1.0666128749533925,76.39903920491537,0.26281742187588264,-40.867018402661934
2020-02-18,77.41458892822266,152531200,-0.01848050398949249,0.946780647575423,76.57922185262045,0.26757915716861164,4.24294778394072
2020-02-19,78.53577423095703,93984000,0.014378993386775384,0.9315447597045505,76.77765096028646,0.2693802212945182,-20.61303924748622
2020-02-20,77.73009490966797,100566000,-0.010311739407071521,0.8447212007318825,76.96060282389323,0.2711883325035526,-7.629142479241679
2020-02-21,75.97066497802734,129554000,-0.02289522561569119,0.6267172075514083,77.04616978963216,0.27766180641422544,-1.9118831731264274
2020-02-24,72.36201477050781,222195200,-0.048665774798245486,0.16090474953037415,76.95947647094727,0.3062980642639631,30.619769511676086
2020-02-25,69.91098022460938,230673600,-0.03445878218305327,-0.40140582664929525,76.78543421427409,0.3208595096576922,64.0114671854203
2020-02-26,71.02001953125,198054800,0.01573908086385839,-0.7489177484637537,76.59485397338867,0.3177834678605773,62.96514498239147
2020-02-27,66.37757110595703,320605600,-0.06760258765396705,-1.3829880145985811,76.28406626383463,0.3685451220003555,97.96041354850502
2020-02-28,66.33873748779297,426510000,-0.0005852124683669948,-1.8671040044483647,75.9827980041504,0.3687094621020473,249.81742665078787
2020-03-02,72.51492309570312,341397200,0.08901837407901803,-1.732432449375466,75.85592956542969,0.4554411411386455,213.69999963245158
2020-03-03,70.2118911743164,319475600,-0.0322746898477132,-1.7908953734674213,75.62412770589192,0.4621681165792731,131.81246934327118
2020-03-04,73.46865844726562,219178400,0.045341212959873825,-1.5564914959427512,75.51831588745117,0.4828324458963123,97.73734428453889
2020-03-05,71.0855484008789,187572800,-0.0329748408162978,-1.545209584249804,75.32394816080729,0.49110429401873923,84.19756384019233
2020-03-06,70.14151000976562,226176800,-0.013369285786656184,-1.5940691594595222,75.0857655843099,0.49153878018123737,116.4951374530975
2020-03-09,64.59387969970703,286744800,-0.08239510818166076,-2.056729430760015,74.67008641560872,0.5424317394640427,95.68001659642303
2020-03-10,69.24604034423828,285290000,0.06954629947839033,-2.0246615072207703,74.48501561482747,0.5795023914485249,76.170186488823
2020-03-11,66.84107208251953,255598800,-0.03534822115452172,-2.168313320115203,74.14924621582031,0.5795980077192288,57.54946558674507
2020-03-12,60.24021530151367,418474000,-0.10397758558599979,-2.7827149871627057,73.53978182474772,0.6414886300640489,93.5326033671678
2020-03-13,67.45748138427734,370732000,0.1131573364390389,-2.656635637225463,73.17468579610188,0.7324962923500957,192.50642243528645
2020-03-16,58.7792854309082,322423600,-0.13770798974022028,-3.2198582096263095,72.63620325724284,0.8203315088258984,61.544258083135084
2020-03-17,61.36381530761719,324056000,0.043030829947657744,-3.418262591460703,72.19073181152343,0.8335472356134708,86.46584006757642
2020-03-18,59.861637115478516,300233600,-0.024784483070987875,-3.6545849390917624,71.61295255025227,0.826731513612709,119.76395220485973
2020-03-19,59.402976989746094,271857200,-0.007691508337807746,-3.834678356079465,70.99890251159668,0.8252418134648366,128.78441563687653
2020-03-20,55.63174819946289,401693200,-0.06559029371162349,-4.232915912704037,70.22880071004232,0.8387026539007867,281.0205490886464
2020-03-23,54.449886322021484,336752800,-0.021473287446665285,-4.5909666163772656,69.45497856140136,0.8391762945556129,186.15002889092827
2020-03-24,59.91259765625,287531200,0.09560603283868883,-4.383400119756843,68.85095074971517,0.8942883261693543,162.94865604377918
2020-03-25,59.58256149291992,303602000,-0.005523855608520187,-4.197151189624641,68.25161488850911,0.8943037684984201,221.87415185235446
2020-03-26,62.71796417236328,252087200,0.05128497767166958,-3.75328128771789,67.69539413452148,0.906572080837771,121.65331345005379
2020-03-27,60.12130355834961,204216800,-0.042283669271804984,-3.5698885498750244,67.07146644592285,0.9120339068106877,115.53770227425284
2020-03-30,61.83704376220703,167976400,0.028138351258010317,-3.248654125902682,66.5040828704834,0.9180630458778595,109.67276467416269
2020-03-31,61.710853576660156,197002000,-0.002042774213835814,-2.9700194880089654,65.98062502543131,0.9176848156207527,29.155215457558835
2020-04-01,58.463802337646484,176218400,-0.05405202503550063,-2.9768936513125936,65.31155929565429,0.9248743902747879,87.49829758256725
2020-04-02,59.43936538696289,165934000,0.016548924555267026,-2.870531984424815,64.70186831156413,0.9280259411127803,65.00009943718553
2020-04-03,58.58515167236328,129880000,-0.014475443775881685,-2.8226299835044486,64.12235120137532,0.9272464594162069,0.2516325238896444
2020-04-06,63.69596481323242,201820400,0.08363993379553607,-2.345233008770961,63.833482869466145,0.956474161797728,-9.169775044645434
2020-04-07,62.958221435546875,202887200,-0.01164985924819308,-2.003329061444468,63.601724243164064,0.9524908560551918,-12.045765098390104
2020-04-08,64.56959533691406,168895200,0.025272284981497542,-1.58408299022269,63.38671010335286,0.9545618927927241,-14.722995857712107
2020-04-09,65.03555297851562,161834800,0.007190449689024549,-1.2003912081380008,63.341976165771484,0.9351097925253934,-49.522154322943834
2020-04-13,66.31204223632812,131022800,0.019437423959517204,-0.7842701137659489,63.341086324055986,0.9369264697879884,-69.28025134228974
2020-04-14,69.6610107421875,194994800,0.04926926125970914,-0.18215757937438326,63.24595591227214,0.9108231981201932,-42.88330425674258
2020-04-15,69.02519226074219,131154400,-0.0091692312914271,0.2409383174766333,63.206399281819664,0.9064549926966433,-58.94697435422298
2020-04-16,69.57364654541016,157125200,0.007914310857900746,0.613429309883557,63.07656555175781,0.8964179796311137,-28.311731447989395
2020-04-17,68.62962341308594,215250000,-0.013661584348632854,0.8229696459727052,62.99470138549805,0.8923227183275191,14.755444286165154
2020-04-20,67.20510864257812,130015200,-0.020975003593424905,0.8641243475863973,62.89682133992513,0.8934976284883921,-42.51612013256886
2020-04-21,65.12776947021484,180991600,-0.03139824148285086,0.7208068225927917,62.91461766560872,0.8651133788842579,-36.880599055327245
2020-04-22,67.00367736816406,116862400,0.02839647935307642,0.749951764128312,62.83987223307292,0.8444552967327429,-59.03733043569701
2020-04-23,66.7440185546875,124814400,-0.0038828203792108263,0.7435261375995736,62.83663711547852,0.8382668585837081,-51.167845858431264
2020-04-24,68.6708755493164,126161200,0.028460489052996633,0.8837279723682627,63.117659123738605,0.7815459784774581,-69.85208161080497
